ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet
generalhanginglanternlong.obj;-12.643960000;-21.259230000;9.761164000;0.000000021855690;0.000000014901160;-0.000000014901160;-1.000000000000000;1.4144;Default
generalhanginglanternlong.obj;-12.556320000;21.232350000;9.784196000;-0.000000136959200;0.000000014901160;-0.000000014901140;-1.000000000000000;1.4144;Default
generalhanginglantern01.obj;-29.666730000;0.007037375;4.267414000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.54;set_Barracks01
generalhanginglantern01.obj;-29.666730000;-22.484730000;2.597548000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.175573;set_Barracks01
generalhanginglantern01.obj;-41.600820000;-22.484730000;2.597548000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.175573;set_Barracks01
generalhanginglantern01.obj;-29.666730000;22.484730000;2.597548000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.175573;set_Barracks01
generalhanginglantern01.obj;-41.600820000;22.484730000;2.597548000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.175573;set_Barracks01
generalhanginglanternlong.obj;-14.932970000;-22.549530000;31.861210000;0.000000021855690;0.000000014901160;-0.000000014901160;-1.000000000000000;1.4144;set_Barracks01
generalhanginglantern01.obj;-14.761650000;-22.551800000;17.513720000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.54;set_Barracks01
generalhanginglanternlong.obj;-57.338280000;-22.549530000;31.861220000;0.000000021855690;0.000000014901160;-0.000000014901160;-1.000000000000000;1.4144;set_Barracks01
generalhanginglanternlong.obj;-59.096820000;-24.249620000;20.865180000;0.000000021855690;0.000000014901160;-0.000000014901160;-1.000000000000000;1.4144;set_Barracks01
generalhanginglantern01.obj;-55.546210000;-18.416440000;11.371670000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.54;set_Barracks01
generalhanginglanternlong.obj;-57.338280000;22.549530000;31.861220000;0.000000021855690;0.000000014901160;-0.000000014901160;-1.000000000000000;1.4144;set_Barracks01
generalhanginglanternlong.obj;-59.096820000;24.249620000;20.865180000;0.000000021855690;0.000000014901160;-0.000000014901160;-1.000000000000000;1.4144;set_Barracks01
generalhanginglantern01.obj;-55.546210000;18.416440000;11.371670000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.54;set_Barracks01
generalhanginglantern01.obj;-43.310530000;-18.476710000;11.474140000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.175573;set_Barracks01
generalhanginglantern01.obj;-24.147110000;-18.476710000;16.526140000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.175573;set_Barracks01
generalhanginglantern01.obj;-43.310530000;18.476710000;11.474140000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.175573;set_Barracks01
generalhanginglantern01.obj;-24.147110000;18.476710000;16.526140000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.175573;set_Barracks01
torch.obj;-26.258030000;-15.250360000;-0.221022700;0.000000021855700;0.000000000000000;0.000000000000000;-1.000000000000000;1.16;set_Barracks01
torch.obj;-35.388630000;-26.419020000;-0.221022700;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.16;set_Barracks01
torch.obj;-44.766190000;-15.211330000;-0.221022700;1.000000000000000;0.000000000000000;0.000000000000000;0.000000021855700;1.16;set_Barracks01
